ICD10,ICD10 String,old_PheCode,Phenotype,Excl. Phecodes,Excl. Phenotypes,sex,pregnancy_related,category,category_string,PheCode
F16.8,"Mental and behavioural disorders due to use of hallucinogens, other mental and behavioural disorders",316,Substance addiction and disorders,316-319.99,Substance-related disorders,,0.0,5.0,mental disorders,MB_280.7
F18.2,"Mental and behavioural disorders due to use of volatile solvents, dependence syndrome",290.3,Other persistent mental disorders due to conditions classified elsewhere,290-292.99,dementia and related cognitive disorders/symptoms,Both,0.0,5.0,mental disorders,MB_280.9
F19.3,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, withdrawal state",290.3,Other persistent mental disorders due to conditions classified elsewhere,290-292.99,dementia and related cognitive disorders/symptoms,Both,0.0,5.0,mental disorders,MB_280.91
F20.9,"Schizophrenia, unspecified",295.1,Schizophrenia,295-306.99,psychological disorders,Both,0.0,5.0,mental disorders,MB_287.1
F23.3,Other acute predominantly delusional psychotic disorders,295.2,Paranoid disorders,295-306.99,psychological disorders,Both,0.0,5.0,mental disorders,MB_287
F23.8,Other acute and transient psychotic disorders,291.1,Transient mental disorders due to conditions classified elsewhere,290-292.99,dementia and related cognitive disorders/symptoms,Both,0.0,5.0,mental disorders,MB_287
F30.8,Other manic episodes,296.1,Bipolar,295-306.99,psychological disorders,,0.0,5.0,mental disorders,MB_286
F31.1,"Bipolar affective disorder, current episode manic without psychotic symptoms",296.1,Bipolar,295-306.99,psychological disorders,,0.0,5.0,mental disorders,MB_286.11
F31.7,"Bipolar affective disorder, currently in remission",296.1,Bipolar,295-306.99,psychological disorders,,0.0,5.0,mental disorders,MB_286.11
F32.2,Severe depressive episode without psychotic symptoms,,,,,,,,,MB_286.2
F32.9,"Depressive episode, unspecified",,,,,,,,,MB_286.2
F33.3,"Recurrent depressive disorder, current episode severe with psychotic symptoms",296.22,Major depressive disorder,295-306.99,psychological disorders,Both,0.0,5.0,mental disorders,MB_286.2
F38.1,Other recurrent mood [affective] disorders,296,Mood disorders,295-306.99,psychological disorders,,0.0,5.0,mental disorders,MB_286
F40.0,Agoraphobia,300.12,"Agorophobia, social phobia, and panic disorder",295-306.99,psychological disorders,Both,0.0,5.0,mental disorders,MB_288.41
F40.2,Specific (isolated) phobias,300.13,Phobia,295-306.99,psychological disorders,Both,0.0,5.0,mental disorders,MB_288.4
F42.1,Predominantly compulsive acts [obsessional rituals],300.3,Obsessive-compulsive disorders,295-306.99,psychological disorders,Both,0.0,5.0,mental disorders,MB_289
F43.8,Other reactions to severe stress,304,Adjustment reaction,295-306.99,psychological disorders,Both,0.0,5.0,mental disorders,MB_290
F44.0,Dissociative amnesia,303.1,Dissociative disorder,295-306.99,psychological disorders,Both,0.0,5.0,mental disorders,MB_291
F50.5,Vomiting associated with other psychological disturbances,305.2,Eating disorder,295-306.99,psychological disorders,Both,0.0,5.0,mental disorders,MB_293
F51.3,Sleepwalking [somnambulism],327.5,Parasomnia,327-328.99,Sleep disorders,Both,0.0,6.0,neurological,NS_333.54
F52.3,Orgasmic dysfunction,302,Sexual and gender identity disorders,295-306.99,psychological disorders,,0.0,5.0,mental disorders,MB_294
F59,Unspecified behavioural syndromes associated with physiological disturbances and physical factors,303.3,Psychogenic disorder,295-306.99,psychological disorders,Both,0.0,5.0,mental disorders,MB_299
F60.1,Schizoid personality disorder,301.1,Schizoid personality disorder,295-306.99,psychological disorders,Both,0.0,5.0,mental disorders,MB_296.2
F60.4,Histrionic personality disorder,301,Personality disorders,295-306.99,psychological disorders,,0.0,5.0,mental disorders,MB_296.5
F60.8,Other specific personality disorders,301,Personality disorders,295-306.99,psychological disorders,,0.0,5.0,mental disorders,MB_296
F68.0,Elaboration of physical symptoms for psychological reasons,301,Personality disorders,295-306.99,psychological disorders,,0.0,5.0,mental disorders,MB_299
F79,Unspecified mental retardation,315.3,Mental retardation,312-315.99,Developmental/behavioral disorders,Both,0.0,5.0,mental disorders,MB_300
F80,Specific developmental disorders of speech and language,315.2,Speech and language disorder,312-315.99,Developmental/behavioral disorders,Both,0.0,5.0,mental disorders,MB_302.1
F81.8,Other developmental disorders of scholastic skills,315.1,Learning disorder,312-315.99,Developmental/behavioral disorders,Both,0.0,5.0,mental disorders,MB_302.3
F81.9,"Developmental disorder of scholastic skills, unspecified",315.1,Learning disorder,312-315.99,Developmental/behavioral disorders,Both,0.0,5.0,mental disorders,MB_302.3
F88,Other disorders of psychological development,315,Develomental delays and disorders,312-315.99,Developmental/behavioral disorders,Both,0.0,5.0,mental disorders,MB_302
F90.9,"Hyperkinetic disorder, unspecified",313.1,Attention deficit hyperactivity disorder,312-315.99,Developmental/behavioral disorders,Both,0.0,5.0,mental disorders,MB_304
F91.1,Unsocialized conduct disorder,312,Conduct disorders,312-315.99,Developmental/behavioral disorders,,0.0,5.0,mental disorders,MB_306
F91.3,Oppositional defiant disorder,312,Conduct disorders,312-315.99,Developmental/behavioral disorders,,0.0,5.0,mental disorders,MB_306
F92.9,"Mixed disorder of conduct and emotions, unspecified",312,Conduct disorders,312-315.99,Developmental/behavioral disorders,,0.0,5.0,mental disorders,MB_306
F93,Emotional disorders with onset specific to childhood,313,Pervasive developmental disorders,312-315.99,Developmental/behavioral disorders,,0.0,5.0,mental disorders,MB_307.3
F98.0,Nonorganic enuresis,313,Pervasive developmental disorders,312-315.99,Developmental/behavioral disorders,,0.0,5.0,mental disorders,GU_594.3
F99,"Mental disorder, not otherwise specified",300,"Anxiety, phobic and dissociative disorders",295-306.99,psychological disorders,Both,0.0,5.0,mental disorders,MB_299
G03.9,"Meningitis, unspecified",320,Meningitis,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM,,0.0,6.0,neurological,NS_320
G04.0,Acute disseminated encephalitis,323,Encephalitis,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM,,0.0,6.0,neurological,NS_321.14
G04.9,"Encephalitis, myelitis and encephalomyelitis, unspecified",323,Encephalitis,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM,,0.0,6.0,neurological,NS_321
G11,Hereditary ataxia,334.1,Spinocerebellar disease,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,Both,0.0,6.0,neurological,GE_972.2
G11.2,Late-onset cerebellar ataxia,334.1,Spinocerebellar disease,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,Both,0.0,6.0,neurological,GE_972.2
G13.2,Systemic atrophy primarily affecting central nervous system in myxoedema,331,Other cerebral degenerations,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,,0.0,6.0,neurological,EM_200.16
G21.3,Postencephalitic parkinsonism,349,Other and unspecified disorders of the nervous system,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,,0.0,6.0,neurological,NS_324.1
G21.8,Other secondary parkinsonism,349,Other and unspecified disorders of the nervous system,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,,0.0,6.0,neurological,NS_324.1
G24.8,Other dystonia,333.4,Torsion dystonia,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,Both,0.0,6.0,neurological,NS_324.31
G30.8,Other Alzheimer disease,290.11,Alzheimer's disease,290-292.99,dementia and related cognitive disorders/symptoms,Both,0.0,5.0,mental disorders,NS_328.11
G31.0,Circumscribed brain atrophy,331.9,"Cerebral degeneration, unspecified","330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,Both,0.0,6.0,neurological,NS_328.13
G31.1,"Senile degeneration of brain, not elsewhere classified",290.12,Dementia with cerebral degenerations,290-292.99,dementia and related cognitive disorders/symptoms,Both,0.0,5.0,mental disorders,NS_328.3
G37.5,Concentric sclerosis [BalÃ³],341,Other demyelinating diseases of central nervous system,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,,0.0,6.0,neurological,NS_326.3
G37.8,Other specified demyelinating diseases of central nervous system,341,Other demyelinating diseases of central nervous system,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,,0.0,6.0,neurological,NS_326
G40.3,Generalized idiopathic epilepsy and epileptic syndromes,345.11,Generalized convulsive epilepsy,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,Both,0.0,6.0,neurological,NS_330.11
G40.8,Other epilepsy,345.1,Epilepsy,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,Both,0.0,6.0,neurological,NS_330.1
G43.2,Status migrainosus,340,Migraine,339-340.99,Headache; including migraine,,0.0,6.0,neurological,NS_331.6
G43.9,"Migraine, unspecified",340,Migraine,339-340.99,Headache; including migraine,,0.0,6.0,neurological,NS_331.6
G46.2,Posterior cerebral artery syndrome,433.31,Transient cerebral ischemia,430-438.99,CEREBROVASCULAR DISEASE,Both,0.0,8.0,circulatory system,CV_433.34
G46.5,Pure motor lacunar syndrome,433,Cerebrovascular disease,430-438.99,CEREBROVASCULAR DISEASE,,0.0,8.0,circulatory system,CV_431.15
G51.4,Facial myokymia,352.2,Facial nerve disorders [CN7],351-355.99,mononeuritis and nerve lesions,Both,0.0,6.0,neurological,NS_334.25
G52.0,Disorders of olfactory nerve,352,Disorders of other cranial nerves,351-355.99,mononeuritis and nerve lesions,,0.0,6.0,neurological,NS_334.3
G54.4,"Lumbosacral root disorders, not elsewhere classified",353.2,Nerve root lesions,351-355.99,mononeuritis and nerve lesions,Both,0.0,6.0,neurological,NS_335.2
G54.9,"Nerve root and plexus disorder, unspecified",353,Nerve root and plexus disorders,351-355.99,mononeuritis and nerve lesions,,0.0,6.0,neurological,NS_335
G55,Nerve root and plexus compressions in diseases classified elsewhere,353,Nerve root and plexus disorders,351-355.99,mononeuritis and nerve lesions,,0.0,6.0,neurological,NS_335
G55.3,Nerve root and plexus compressions in other dorsopathies,353,Nerve root and plexus disorders,351-355.99,mononeuritis and nerve lesions,,0.0,6.0,neurological,MS_717
G56.9,"Mononeuropathy of upper limb, unspecified",351,Other peripheral nerve disorders,351-355.99,mononeuritis and nerve lesions,,0.0,6.0,neurological,NS_336.4
G57.5,Tarsal tunnel syndrome,351,Other peripheral nerve disorders,351-355.99,mononeuritis and nerve lesions,,0.0,6.0,neurological,NS_336.5
G57.9,"Mononeuropathy of lower limb, unspecified",351,Other peripheral nerve disorders,351-355.99,mononeuritis and nerve lesions,,0.0,6.0,neurological,NS_336.5
G60,Hereditary and idiopathic neuropathy,356,Hereditary and idiopathic peripheral neuropathy,356-359.99,Disorders of the peripheral nervous system,,0.0,6.0,neurological,GE_972.1
G60.2,Neuropathy in association with hereditary ataxia,356,Hereditary and idiopathic peripheral neuropathy,356-359.99,Disorders of the peripheral nervous system,,0.0,6.0,neurological,GE_972.2
G61.8,Other inflammatory polyneuropathies,357,Inflammatory and toxic neuropathy,356-359.99,Disorders of the peripheral nervous system,,0.0,6.0,neurological,NS_337.2
G70.2,Congenital and developmental myasthenia,358,Myoneural disorders,356-359.99,Disorders of the peripheral nervous system,,0.0,6.0,neurological,NS_338
G72.3,Periodic paralysis,359.1,Muscular dystrophies,356-359.99,Disorders of the peripheral nervous system,Both,0.0,6.0,neurological,NS_339.4
G73.1,Lambert-Eaton syndrome,358,Myoneural disorders,356-359.99,Disorders of the peripheral nervous system,,0.0,6.0,neurological,NS_338.3
G73.3,Myasthenic syndromes in other diseases classified elsewhere,358,Myoneural disorders,356-359.99,Disorders of the peripheral nervous system,,0.0,6.0,neurological,NS_340
G73.6,Myopathy in metabolic diseases,359.2,Myopathy,356-359.99,Disorders of the peripheral nervous system,Both,0.0,6.0,neurological,NS_340
G80.0,Spastic quadriplegic cerebral palsy,343,Infantile cerebral palsy,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,,0.0,6.0,neurological,NS_341.11
G80.1,Spastic diplegic cerebral palsy,343,Infantile cerebral palsy,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,,0.0,6.0,neurological,NS_341.11
G80.2,Spastic hemiplegic cerebral palsy,343,Infantile cerebral palsy,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,,0.0,6.0,neurological,NS_341.11
G81.1,Spastic hemiplegia,342,Hemiplegia,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,,0.0,6.0,neurological,NS_341.22
G82.1,Spastic paraplegia,344,Other paralytic syndromes,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,,0.0,6.0,neurological,NS_342.1
G83.1,Monoplegia of lower limb,344,Other paralytic syndromes,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,,0.0,6.0,neurological,NS_342.4
G90,Disorders of autonomic nervous system,337,Disorders of the autonomic nervous system,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,,0.0,6.0,neurological,NS_343
G90.2,Horner syndrome,337,Disorders of the autonomic nervous system,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,,0.0,6.0,neurological,NS_343.5
G91.0,Communicating hydrocephalus,331.1,Hydrocephalus,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,Both,0.0,6.0,neurological,NS_344.11
G93.3,Postviral fatigue syndrome,798.1,Chronic fatigue syndrome,798-798.99,Malaise and fatigue,,0.0,17.0,symptoms,SS_807.11
G93.9,"Disorder of brain, unspecified",348.9,"Other conditions of brain, NOS","330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,Both,0.0,6.0,neurological,NS_347
H01,Other inflammation of eyelid,371.3,Inflammation of eyelids,369-374.99,infection/inflammation of eye,Both,0.0,7.0,sense organs,SO_360
H01.8,Other specified inflammation of eyelid,371.3,Inflammation of eyelids,369-374.99,infection/inflammation of eye,Both,0.0,7.0,sense organs,SO_360
H02,Other disorders of eyelid,374,Other disorders of eyelids,369-374.99,infection/inflammation of eye,,0.0,7.0,sense organs,SO_361
H02.5,Other disorders affecting eyelid function,374,Other disorders of eyelids,369-374.99,infection/inflammation of eye,,0.0,7.0,sense organs,SO_361
H03.1,Involvement of eyelid in other infectious diseases classified elsewhere,369,Infection of the eye,369-374.99,infection/inflammation of eye,,0.0,7.0,sense organs,SO_362
H04.3,Acute and unspecified inflammation of lacrimal passages,375,Disorders of lacrimal system,375-379.99,other eye disorders,,0.0,7.0,sense organs,SO_363.6
H04.6,Other changes in lacrimal passages,375,Disorders of lacrimal system,375-379.99,other eye disorders,,0.0,7.0,sense organs,SO_363
H04.8,Other disorders of lacrimal system,375,Disorders of lacrimal system,375-379.99,other eye disorders,,0.0,7.0,sense organs,SO_363
H10.2,Other acute conjunctivitis,369.5,"Conjunctivitis, infectious",369-374.99,infection/inflammation of eye,Both,0.0,7.0,sense organs,SO_367.12
H10.4,Chronic conjunctivitis,371.2,"Conjunctivitis, noninfectious",369-374.99,infection/inflammation of eye,Both,0.0,7.0,sense organs,SO_367.1
H11.2,Conjunctival scars,372,Disorders of conjunctiva,369-374.99,infection/inflammation of eye,,0.0,7.0,sense organs,SO_366.3
H21.9,"Disorder of iris and ciliary body, unspecified",379.5,Disorders of iris and ciliary body,375-379.99,other eye disorders,Both,0.0,7.0,sense organs,SO_370
H22.8,Other disorders of iris and ciliary body in diseases classified elsewhere,379.5,Disorders of iris and ciliary body,375-379.99,other eye disorders,Both,0.0,7.0,sense organs,SO_370
H25.1,Senile nuclear cataract,366.2,Senile cataract,366-366.99,Cataract,Both,0.0,7.0,sense organs,SO_371.3
H25.8,Other senile cataract,379.3,Aphakia and other disorders of lens,375-379.99,other eye disorders,Both,0.0,7.0,sense organs,SO_371
H26.8,Other specified cataract,366,Cataract,366-366.99,Cataract,Both,0.0,7.0,sense organs,SO_371
H28.2,Cataract in other diseases classified elsewhere,366,Cataract,366-366.99,Cataract,Both,0.0,7.0,sense organs,SO_371
H30.1,Disseminated chorioretinal inflammation,371.1,"Uveitis, noninfectious or NOS",369-374.99,infection/inflammation of eye,Both,0.0,7.0,sense organs,SO_367.9
H32.8,Other chorioretinal disorders in diseases classified elsewhere,363,"Chorioretinal inflammations, scars, and other disorders of choroid",360-365.99,Degenerative disorders of the eye,,0.0,7.0,sense organs,SO_373
H33.0,Retinal detachment with retinal break,361.1,Retinal detachment with retinal defect,360-365.99,Degenerative disorders of the eye,Both,0.0,7.0,sense organs,SO_374.1
H33.5,Other retinal detachments,361,Retinal detachments and defects,360-365.99,Degenerative disorders of the eye,,0.0,7.0,sense organs,SO_374.1
H34.2,Other retinal artery occlusions,362.4,Retinal vascular changes and abnomalities,"250.70-250.79,360-365.99",diabetic retinopathy and degenerative disorders of the eye,Both,0.0,7.0,sense organs,SO_374.9
H34.9,"Retinal vascular occlusion, unspecified",362.4,Retinal vascular changes and abnomalities,"250.70-250.79,360-365.99",diabetic retinopathy and degenerative disorders of the eye,Both,0.0,7.0,sense organs,SO_374.9
H35.1,Retinopathy of prematurity,362.1,Retinopathy of prematurity,"250.70-250.79,360-365.99",diabetic retinopathy and degenerative disorders of the eye,Both,0.0,7.0,sense organs,NB_873
H42.0,"Glaucoma in endocrine, nutritional and metabolic diseases",365,Glaucoma,360-365.99,Degenerative disorders of the eye,,0.0,7.0,sense organs,SO_375.1
H42.8,Glaucoma in other diseases classified elsewhere,365,Glaucoma,360-365.99,Degenerative disorders of the eye,,0.0,7.0,sense organs,SO_375.1
H47.3,Other disorders of optic disc,377,Disorders of optic nerve and visual pathways,375-379.99,other eye disorders,,0.0,7.0,sense organs,SO_380.2
H49.8,Other paralytic strabismus,378.5,Paralytic strabismus,375-379.99,other eye disorders,Both,0.0,7.0,sense organs,SO_381.1
H49.9,"Paralytic strabismus, unspecified",378.5,Paralytic strabismus,375-379.99,other eye disorders,Both,0.0,7.0,sense organs,SO_381.1
H52.6,Other disorders of refraction,367,Disorders of refraction and accommodation; blindness and low vision,367-367.99,Blindness and low vision,,0.0,7.0,sense organs,SO_387
H53.8,Other visual disturbances,368,Visual disturbances,368-368.99,Visual disturbances/defects,,0.0,7.0,sense organs,SO_386
H54,Visual impairment including blindness (binocular or monocular),367.9,Blindness and low vision,367-367.99,Blindness and low vision,Both,0.0,7.0,sense organs,SO_388
H54.0,"Blindness, binocular",367.9,Blindness and low vision,367-367.99,Blindness and low vision,Both,0.0,7.0,sense organs,SO_388
H54.3,"Mild or no visual impairment, binocular",367.9,Blindness and low vision,367-367.99,Blindness and low vision,Both,0.0,7.0,sense organs,SO_388
H54.6,"Moderate visual impairment, monocular",367.9,Blindness and low vision,367-367.99,Blindness and low vision,Both,0.0,7.0,sense organs,SO_388
H57.8,Other specified disorders of eye and adnexa,379,Other disorders of eye,375-379.99,other eye disorders,Both,0.0,7.0,sense organs,SO_389
H62.8,Other disorders of external ear in diseases classified elsewhere,380.1,Otitis externa,380-380.99,disorders of external ear,Both,0.0,7.0,sense organs,SO_390.1
H65,Nonsuppurative otitis media,381.1,Otitis media,381-385.99,otitis media and related conditions,Both,0.0,7.0,sense organs,SO_391.1
H67,Otitis media in diseases classified elsewhere,381.11,Suppurative and unspecified otitis media,381-385.99,otitis media and related conditions,Both,0.0,7.0,sense organs,SO_391.1
H72.1,Attic perforation of tympanic membrane,384.4,Perforation of tympanic membrane,381-385.99,otitis media and related conditions,Both,0.0,7.0,sense organs,SO_391.7
H73.9,"Disorder of tympanic membrane, unspecified",384,Other disorders of tympanic membrane,381-385.99,otitis media and related conditions,,0.0,7.0,sense organs,SO_391
H74.4,Polyp of middle ear,385.3,Cholesteatoma,381-385.99,otitis media and related conditions,Both,0.0,7.0,sense organs,SO_391.6
H80.1,"Otosclerosis involving oval window, obliterative",383,Otosclerosis,381-385.99,otitis media and related conditions,,0.0,7.0,sense organs,SO_391.8
H80.8,Other otosclerosis,383,Otosclerosis,381-385.99,otitis media and related conditions,,0.0,7.0,sense organs,SO_391.8
H93.2,Other abnormal auditory perceptions,389.5,Disorders of acoustic nerve,387-389.99,Hearing loss and related disorders,Both,0.0,7.0,sense organs,SO_397
H93.9,"Disorder of ear, unspecified",388,Other disorders of ear,387-389.99,Hearing loss and related disorders,,0.0,7.0,sense organs,SO_398
I01.1,Acute rheumatic endocarditis,420.3,Endocarditis,420-425.99,Other peri-; endo-; and myocarditis,Both,0.0,8.0,circulatory system,CV_410.2
I02.9,Rheumatic chorea without heart involvement,041.21,Rheumatic fever / chorea,010-041.99,bacterial infection,Both,0.0,1.0,infectious diseases,CV_400.1
I08.2,Disorders of both aortic and tricuspid valves,394.3,Aortic valve disease,394-399.99,heart valve disorders,Both,0.0,8.0,circulatory system,CV_413.3
I12,Hypertensive renal disease,401.22,Hypertensive chronic kidney disease,401-405.99,HYPERTENSIVE DISEASE,Both,0.0,8.0,circulatory system,GU_582.2
I15.9,"Secondary hypertension, unspecified",401.3,Other hypertensive complications,401-405.99,HYPERTENSIVE DISEASE,Both,0.0,8.0,circulatory system,CV_401.6
I20,Angina pectoris,411.3,Angina pectoris,410-414.99,ISCHEMIC HEART DISEASE,Both,0.0,8.0,circulatory system,CV_403
I20.0,Unstable angina,411.1,Unstable angina (intermediate coronary syndrome),410-414.99,ISCHEMIC HEART DISEASE,Both,0.0,8.0,circulatory system,CV_403
I20.1,Angina pectoris with documented spasm,411.3,Angina pectoris,410-414.99,ISCHEMIC HEART DISEASE,Both,0.0,8.0,circulatory system,CV_403.1
I20.8,Other forms of angina pectoris,411.3,Angina pectoris,410-414.99,ISCHEMIC HEART DISEASE,Both,0.0,8.0,circulatory system,CV_403
I22,Subsequent myocardial infarction,411.2,Myocardial infarction,410-414.99,ISCHEMIC HEART DISEASE,Both,0.0,8.0,circulatory system,CV_404.1
I22.0,Subsequent myocardial infarction of anterior wall,411.2,Myocardial infarction,410-414.99,ISCHEMIC HEART DISEASE,Both,0.0,8.0,circulatory system,CV_404.1
I22.1,Subsequent myocardial infarction of inferior wall,411.2,Myocardial infarction,410-414.99,ISCHEMIC HEART DISEASE,Both,0.0,8.0,circulatory system,CV_404.1
I23.6,"Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction",411.2,Myocardial infarction,410-414.99,ISCHEMIC HEART DISEASE,Both,0.0,8.0,circulatory system,CV_404.1
I23.8,Other current complications following acute myocardial infarction,411.2,Myocardial infarction,410-414.99,ISCHEMIC HEART DISEASE,Both,0.0,8.0,circulatory system,CV_404.1
I24.8,Other forms of acute ischaemic heart disease,411.9,Other acute and subacute forms of ischemic heart disease,410-414.99,ISCHEMIC HEART DISEASE,Both,0.0,8.0,circulatory system,CV_404
I25.3,Aneurysm of heart,411.41,Aneurysm and dissection of heart,410-414.99,ISCHEMIC HEART DISEASE,Both,0.0,8.0,circulatory system,CV_438.7
I25.4,Coronary artery aneurysm and dissection,411.41,Aneurysm and dissection of heart,410-414.99,ISCHEMIC HEART DISEASE,Both,0.0,8.0,circulatory system,CV_438.43
I26.9,Pulmonary embolism without mention of acute cor pulmonale,415,Pulmonary heart disease,415-417.99,DISEASES OF PULMONARY CIRCULATION,,0.0,8.0,circulatory system,CV_440.3
I27.9,"Pulmonary heart disease, unspecified",415.2,Chronic pulmonary heart disease,415-417.99,DISEASES OF PULMONARY CIRCULATION,Both,0.0,8.0,circulatory system,CV_406
I33,Acute and subacute endocarditis,420.3,Endocarditis,420-425.99,Other peri-; endo-; and myocarditis,Both,0.0,8.0,circulatory system,CV_410.2
I34.1,Mitral (valve) prolapse,395.1,Nonrheumatic mitral valve disorders,394-399.99,heart valve disorders,Both,0.0,8.0,circulatory system,CV_413.12
I35.8,Other aortic valve disorders,394.3,Aortic valve disease,394-399.99,heart valve disorders,Both,0.0,8.0,circulatory system,CV_413.2
I36.9,"Nonrheumatic tricuspid valve disorder, unspecified",395.3,Nonrheumatic tricuspid valve disorders,394-399.99,heart valve disorders,Both,0.0,8.0,circulatory system,CV_413.3
I37.1,Pulmonary valve insufficiency,395.4,Nonrheumatic pulmonary valve disorders,394-399.99,heart valve disorders,Both,0.0,8.0,circulatory system,CV_413.42
I40.9,"Acute myocarditis, unspecified",420.1,Myocarditis,420-425.99,Other peri-; endo-; and myocarditis,Both,0.0,8.0,circulatory system,CV_410.3
I42.5,Other restrictive cardiomyopathy,425.1,Primary/intrinsic cardiomyopathies,420-425.99,Other peri-; endo-; and myocarditis,Both,0.0,8.0,circulatory system,CV_414.8
I43,Cardiomyopathy in diseases classified elsewhere,425.2,Secondary/extrinsic cardiomyopathies,420-425.99,Other peri-; endo-; and myocarditis,Both,0.0,8.0,circulatory system,CV_414
I44.4,Left anterior fascicular block,426.32,Left bundle branch block,426-427.99,cardiac conduction disorders,Both,0.0,8.0,circulatory system,CV_416.42
I47.9,"Paroxysmal tachycardia, unspecified",427.1,"Paroxysmal tachycardia, unspecified",426-427.99,cardiac conduction disorders,,0.0,8.0,circulatory system,CV_416.1
I48,Atrial fibrillation and flutter,427.2,Atrial fibrillation and flutter,426-427.99,cardiac conduction disorders,,0.0,8.0,circulatory system,CV_416.2
I51.2,"Rupture of papillary muscle, not elsewhere classified",414,Other forms of chronic heart disease,410-414.99,ISCHEMIC HEART DISEASE,Both,0.0,8.0,circulatory system,CV_426
I51.9,"Heart disease, unspecified",414,Other forms of chronic heart disease,410-414.99,ISCHEMIC HEART DISEASE,Both,0.0,8.0,circulatory system,CV_426
I60.0,Subarachnoid haemorrhage from carotid siphon and bifurcation,433,Cerebrovascular disease,430-438.99,CEREBROVASCULAR DISEASE,,0.0,8.0,circulatory system,CV_431.12
I65.1,Occlusion and stenosis of basilar artery,433.1,Occlusion and stenosis of precerebral arteries,430-438.99,CEREBROVASCULAR DISEASE,Both,0.0,8.0,circulatory system,CV_433.2
I69,Sequelae of cerebrovascular disease,433.8,Late effects of cerebrovascular disease,430-438.99,CEREBROVASCULAR DISEASE,Both,0.0,8.0,circulatory system,CV_431
I70.8,Atherosclerosis of other arteries,440,Atherosclerosis,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",,0.0,8.0,circulatory system,CV_436
I77.2,Rupture of artery,447,Other disorders of arteries and arterioles,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",,0.0,8.0,circulatory system,CV_438.8
I77.9,"Disorder of arteries and arterioles, unspecified",447,Other disorders of arteries and arterioles,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",,0.0,8.0,circulatory system,CV_443
I79.1,Aortitis in diseases classified elsewhere,443.7,Peripheral angiopathy in diseases classified elsewhere,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES",Both,0.0,8.0,circulatory system,CV_443
I80,Phlebitis and thrombophlebitis,451,Phlebitis and thrombophlebitis,450-457.99,diseases of veins and lymphatics,,0.0,8.0,circulatory system,CV_440.13
I80.9,Phlebitis and thrombophlebitis of unspecified site,451,Phlebitis and thrombophlebitis,450-457.99,diseases of veins and lymphatics,,0.0,8.0,circulatory system,CV_440.13
I83,Varicose veins of lower extremities,454.1,Varicose veins of lower extremity,450-457.99,diseases of veins and lymphatics,Both,0.0,8.0,circulatory system,CV_444.11
I86.3,Vulval varices,454,Varicose veins,450-457.99,diseases of veins and lymphatics,,0.0,8.0,circulatory system,CV_444.14
I95.1,Orthostatic hypotension,458.1,Orthostatic hypotension,458-459.99,other circulatory symptoms/findings/disorders,Both,0.0,8.0,circulatory system,CV_446.2
I95.8,Other hypotension,458.9,Hypotension NOS,458-459.99,other circulatory symptoms/findings/disorders,Both,0.0,8.0,circulatory system,CV_446
I98.0,Cardiovascular syphilis,090,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),,0.0,1.0,infectious diseases,ID_019.1
